title	id	price	clicks	unpaid clicks	availability	Dynamic Remarketing - active	Enhanced free listings - active	Enhanced free listings - disapproved or invalid	Free listings - Plus - active	Free listings - Plus - disapproved or invalid	Free listings - active	Free listings - disapproved or invalid	Shopping ads - active	Shopping ads - disapproved or invalid	channel	country	language	additional image link	adult	bases	brand	brazos	color	description	gtin	identifier exists	image link	is bundle	item group id	link	medidas	product type	shipping weight
Silla Aeron AER2C23DW-1	1_10	33800.00 MXN	102	4	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155483/Aeron_M_1.jpg?v=637708826545430000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155484/Aeron_M_2.jpg?v=637708826557030000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155485/Aeron_M_3.jpg?v=637708826566700000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155486/Aeron_M_4.jpg?v=637708826575970000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155849/Aeron_mineral.jpg?v=637708828886700000	no		Diseñado por Don Chadwick y Bill Stumpf		Mineral	"Aeron es la combinación perfecta de rendimiento y diseño. Nuestra silla de oficina más vendida aún establece expectativas de comodidad ergonómica más de 20 años después de su lanzamiento.
<a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 AER2C23DW-1"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155483/Aeron_M_1.jpg?v=637708826545430000	no	1	https://store.hermanmiller.com.mx/silla-aeron/p?idsku=10	talla C	Sillas > Sillas para Oficinas	18.9 g
Mesa OE1 HZ515S.2448L-6	19_91	16200.00 MXN	0	1	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155672/Mesa_OE1_ash-glacier.jpg?v=637708827744670000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155929/Mesa_y_carretillo_OE1_Glacier.jpg?v=637708829040500000	no		Diseñado por Sam Hecht y Kim Colin		Ash & Glacier	"Para un trabajo ágil: la mesa OE1 une la estética minimalista y la funcionalidad flexible en una forma elegante. Si está buscando llevar un estilo discreto y utilidad a su hogar u oficina, este escritorio espacioso y resistente es para usted. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 HZ515S.2448L-6"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155672/Mesa_OE1_ash-glacier.jpg?v=637708827744670000	no	19	https://store.hermanmiller.com.mx/mesa-oe1/p?idsku=91	76 x 152 cm	Mesas > Mesas de Oficina	41.2 g
Perchero Steelwood AC602-1	39_134	27560.00 MXN	4	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155967/Perchero_Steelwood_nogal.jpg?v=637708829119430000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156268/Perchero_Steelwood_Nogal_1.jpg?v=637728731354300000	no		Diseñado por Brothers Ronan y Erwan Bouroullec		Nogal	"El perchero Steelwood es un accesorio elegante y cotidiano para los espacios más reducidos, gracias a su tamaño mínimo. Este perchero combina la calidez de la madera y la resistencia del acero, una firma de los Bouroullec. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 AC602-1"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/156268/Perchero_Steelwood_Nogal_1.jpg?v=637728731354300000	no	39	https://store.hermanmiller.com.mx/perchero-steelwood/p?idsku=134		Decoración > Perchero	1 g
Mesa Everywhere DT1AS.2460LP-78	18_74	13900.00 MXN	1	1	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155653/Everywhere_maple-natural_1.jpg?v=637708827603870000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155654/Everywhere_maple-natural_2.png?v=637708827607300000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155912/Mesa_Everwhere_maple.jpg?v=637708829007330000	no		Diseñado por Dan Grabowski		Maple Natural	"Las líneas finas y nítidas ayudan a que estos escritorios duraderos y versátiles se adapten a cualquier lugar. Reorganícelos para una reunión rápida o utilícelos como escritorio de oficina en casa. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 DT1AS.2460LP-78"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155653/Everywhere_maple-natural_1.jpg?v=637708827603870000	no	18	https://store.hermanmiller.com.mx/mesa-everywhere/p?idsku=74	61 x 152 cm	Mesas > Mesas de Oficina	21 g
Silla Sayl AS2SA23AA-21	8_47	23200.00 MXN	9	1	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155595/Sayl_rojo_1.jpg?v=637708827346900000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155596/Sayl_rojo_12.jpg?v=637708827353770000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155886/Sayl_rojo.jpg?v=637708828958830000	no		Diseñado por Yves Béhar		Rojo	"Usando ingeniería inteligente para transformar materiales simples, la silla Sayl es todo lo que una buena silla de trabajo debe ser: cómoda, hermosa y con una excelente relación calidad-precio. Menos piezas y materiales también significan menos impacto ambiental. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 AS2SA23AA-21"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155595/Sayl_rojo_1.jpg?v=637708827346900000	no	8	https://store.hermanmiller.com.mx/silla-sayl/p?idsku=47		Sillas > Sillas para Oficinas	22.4 g
Silla Verus PIA2B425HA-6	10_53	21500.00 MXN	0	1	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155613/Verus_verde_1.jpg?v=637708827414300000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155614/Verus_verde_2.jpg?v=637708827416200000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155892/Verus_verde.jpg?v=637708828970400000	no		Diseñado por Herman Miller		Verde	"Redefiniendo el concepto de una silla de trabajo asequible, Verus ofrece comodidad a corto y largo plazo, además de un soporte ergonómico adecuado, a un precio asequible. Esencial en su forma, la silla contribuye discretamente a la apariencia de cualquier habitación. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 PIA2B425HA-6"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155613/Verus_verde_1.jpg?v=637708827414300000	no	10	https://store.hermanmiller.com.mx/silla-verus/p?idsku=53		Sillas > Sillas para Oficinas	17.2 g
Silla Embody CN222AWAA-2	2_11	36700.00 MXN	35	7	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155487/Embody_negro_1.jpg?v=637709702433700000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155488/Embody_negro_2.jpg?v=637708826587200000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155489/Embody_negro_3.jpg?v=637708826589400000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155490/Embody_negro_4.jpg?v=637709702328400000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155491/Embody_negro_5.jpg?v=637708826607100000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155850/Embody_negro.jpg?v=637708828888270000	no		Diseñado por Don Chadwick y Bill Stumpf		Negro	"¿Qué pasaría si una silla pudiera hacer más que minimizar los efectos negativos de sentarse? Bill Stumpf y Jeff Weber diseñaron la silla Embody con esto en mente. El resultado fue un hito en la tecnología de asientos ergonómicos. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 CN222AWAA-2"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155490/Embody_negro_4.jpg?v=637709702328400000	no	2	https://store.hermanmiller.com.mx/silla-embody/p?idsku=11		Sillas > Sillas para Oficinas	27.9 g
Silla Verus PIA2B425HA-4	10_51	20100.00 MXN	18	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155607/Verus_negro_2.png?v=637708827386170000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155608/Verus_negro_1.png?v=637708827390070000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155609/Verus_negro_3.jpg?v=637708827392570000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155610/Verus_negro_4.jpg?v=637708827402400000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155890/Verus_grafito.jpg?v=637708828967130000	no		Diseñado por Herman Miller		Negro	"Redefiniendo el concepto de una silla de trabajo asequible, Verus ofrece comodidad a corto y largo plazo, además de un soporte ergonómico adecuado, a un precio asequible. Esencial en su forma, la silla contribuye discretamente a la apariencia de cualquier habitación. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 PIA2B425HA-4"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155607/Verus_negro_2.png?v=637708827386170000	no	10	https://store.hermanmiller.com.mx/silla-verus/p?idsku=51		Sillas > Sillas para Oficinas	17.2 g
Perchero Steelwood AC604-1	39_135	18200.00 MXN	8	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155968/Perchero-Steelwood_maple.jpg?v=637708829121470000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156269/Perchero_Steelwood_Maple_1.jpg?v=637728732023770000	no		Diseñado por Brothers Ronan y Erwan Bouroullec		Maple	"El perchero Steelwood es un accesorio elegante y cotidiano para los espacios más reducidos, gracias a su tamaño mínimo. Este perchero combina la calidez de la madera y la resistencia del acero, una firma de los Bouroullec. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 AC604-1"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/156269/Perchero_Steelwood_Maple_1.jpg?v=637728732023770000	no	39	https://store.hermanmiller.com.mx/perchero-steelwood/p?idsku=135		Decoración > Perchero	1 g
Silla Cosm Alta FLC362SFJ-9	5_27	44200.00 MXN	1	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155543/Cosm_respaldo_alto_brazo_Leaf_glacier_2.jpg?v=637708826921970000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155544/Cosm_respaldo_alto_brazo_Leaf_glacier_3.jpg?v=637708826941700000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155545/Cosm_respaldo_alto_brazo_Leaf_glacier_4.jpg?v=637708826951400000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155546/Cosm_respaldo_alto_brazo_Leaf_glacier_5.jpg?v=637708826962000000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155866/Cosm_Glacier.jpg?v=637708828919730000	no		Diseñado por Studio 7.5	brazo Leaf	Glacier	"El diseño ergonómico de la silla Cosm de respaldo alto te responde instantáneamente, brindándote el equilibrio y el apoyo que necesitas, y una sensación de ligereza que puede hacerte olvidar que estás sentado en una silla. En las opciones ""deep in color"", Cosm tiene el mismo tono en todas partes. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 FLC362SFJ-9"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155543/Cosm_respaldo_alto_brazo_Leaf_glacier_2.jpg?v=637708826921970000	no	5	https://store.hermanmiller.com.mx/silla-cosm-alta/p?idsku=27		Sillas > Sillas para Oficinas	19 g
Bandeja para Laptop Ollin Y95112.OL-2	29_110	1990.00 MXN	2	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155709/Bandeja_Laptop_Flo_y_Ollin_Plata_01.jpg?v=637708827947400000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155710/Bandeja_Laptop_Flo_y_Ollin_Plata_02.jpg?v=637708827950370000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155711/Bandeja_Laptop_Flo_y_Ollin_Plata_03.jpg?v=637708827952870000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155712/Bandeja_Laptop_Flo_y_Ollin_Plata_04.jpg?v=637708827955530000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155713/Bandeja_Laptop_Flo_y_Ollin_Plata_05.jpg?v=637708827959470000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155944/Bandeja_Laptop_plata.jpg?v=637708829074600000	no		Diseñado por Herman Miller		Plata	"La bandeja para computadora portátil se integra con el soporte del monitor Flo o Ollin y eleva la computadora portátil por encima de la mesa para adaptarse a la altura del usuario. Este sistema se instala en cuestión de segundos, creando un ambiente acogedor que es beneficioso para la salud de los trabajadores móviles. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 Y95112.OL-2"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155709/Bandeja_Laptop_Flo_y_Ollin_Plata_01.jpg?v=637708827947400000	no	29	https://store.hermanmiller.com.mx/bandeja-para-laptop-ollin/p?idsku=110		Accesorios > Tecnología	1 g
Silla Cosm Alta FLC162SFH-15	5_19	47400.00 MXN	2	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155516/Cosm_respaldo_alto_brazo_ajustable_carbon_1.jpg?v=637708826799800000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155517/Cosm_respaldo_alto_brazo_ajustable_carbon_2.png?v=637708826806370000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155518/Cosm_respaldo_alto_brazo_ajustable_carbon_3.jpg?v=637708826808700000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155519/Cosm_respaldo_alto_brazo_ajustable_carbon_4.png?v=637708826814030000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155858/Cosm_carbono.jpg?v=637708828905030000	no		Diseñado por Studio 7.5	brazo ajustable	Carbón	"El diseño ergonómico de la silla Cosm de respaldo alto te responde instantáneamente, brindándote el equilibrio y el apoyo que necesitas, y una sensación de ligereza que puede hacerte olvidar que estás sentado en una silla. En las opciones ""deep in color"", Cosm tiene el mismo tono en todas partes. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 FLC162SFH-15"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155516/Cosm_respaldo_alto_brazo_ajustable_carbon_1.jpg?v=637708826799800000	no	5	https://store.hermanmiller.com.mx/silla-cosm-alta/p?idsku=19		Sillas > Sillas para Oficinas	19 g
Mesa Eames LTRT.-9	22_99	7400.00 MXN	5	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155685/Eames_Wire_Table_blanco_01.png?v=637708827815200000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155937/Mesa_Eames_Wire_blanco.jpg?v=637708829058170000	no		Diseñado por Charles y Ray Eames		Blanco	"A finales de la década de 1940, Charles y Ray Eames experimentaron con una técnica de producción en masa para soldar hilos de alambre, una innovación que dio como resultado muchas piezas, incluida la mesa de alambre de base baja. Esta mesa ligera es multifuncional y práctica en todas partes. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 LTRT.-9"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155685/Eames_Wire_Table_blanco_01.png?v=637708827815200000	no	22	https://store.hermanmiller.com.mx/mesa-eames/p?idsku=99		Mesas > Mesas Auxiliar	1 g
Silla Setu CQ51MA-337	11_55	16600.00 MXN	26	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155894/Setu_negro.jpg?v=637708828973700000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156271/setu-grafite-base-grafite-1.png?v=637801280387770000,http://hermanmillermx.vteximg.com.br/arquivos/ids/156272/setu-grafite-base-grafite-2-1-.png?v=637801280648300000	no		Diseñado por Studio 7.5		Grafito	"La comodidad puede ser un proceso. En Setu, el proceso es instantáneo. El exclusivo Kinematic Spine y el innovador material de suspensión Lyris 2 trabajan juntos para garantizar el equilibrio adecuado de flexibilidad y apoyo tan pronto como se siente. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 CQ51MA-337"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/156271/setu-grafite-base-grafite-1.png?v=637801280387770000	no	11	https://store.hermanmiller.com.mx/silla-setu/p?idsku=55		Sillas > Sillas multiusos	21.3 g
Carretilla OE1 - Cajón superior y Cajón basculante inferior 99999999	33_127	17900.00 MXN	0	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155751/Carretilla_OE1_cajon_superior_-_estante_basculante_glacier_01.png?v=637708828105900000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155960/Mesa_y_carretillo_OE1_Glacier.jpg?v=637708829104900000	no		Diseñado por Sam Hecht y Kim Colin		Glacier	"Para un trabajo ágil, obtenga un almacenamiento que vaya con el flujo. Diseñado con flexibilidad y usos versátiles en mente, este moderno carrito de oficina ofrece almacenamiento personal sobre la marcha en un perfil delgado y minimalista. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 99999999"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155751/Carretilla_OE1_cajon_superior_-_estante_basculante_glacier_01.png?v=637708828105900000	no	33	https://store.hermanmiller.com.mx/carretilla-oe1-cajon-superior-y-cajon-basculante-inferior/p?idsku=127		Accesorios > Carritos de Almacenamiento	1 g
Silla Cosm Baja FLC142SFP-2	7_35	39600.00 MXN	0	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155567/Cosm_respaldo_bajo_brazo_fijo_graphite_2.jpg?v=637708827114830000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155568/Cosm_respaldo_bajo_brazo_fijo_graphite_1.jpg?v=637708827125130000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155569/Cosm_respaldo_bajo_brazo_fijo_graphite_3.jpg?v=637708827129370000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155874/Cosm_grafito.jpg?v=637708828935230000	no		Diseñado por Studio 7.5	brazo fijo	Graphite	"Deje que el diseño delgado y de respuesta instantánea del Mid-Back Cosm le haga olvidar que está sentado en una silla. El soporte y la belleza coexisten en armonía, haciendo de Cosm una escultura funcional. El respaldo medio proporciona soporte escapular y se adapta fácilmente a cualquier ajuste. En las opciones de ""deep in color"", Cosm tiene el mismo tono en todas partes. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 FLC142SFP-2"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155567/Cosm_respaldo_bajo_brazo_fijo_graphite_2.jpg?v=637708827114830000	no	7	https://store.hermanmiller.com.mx/silla-cosm-baja/p?idsku=35		Sillas > Sillas para Oficinas	19 g
Silla Cosm Alta FLC162SFH-17	5_21	48000.00 MXN	7	2	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155523/Cosm_respaldo_alto_brazo_ajustable_mineral_4.jpg?v=637708826832170000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155524/Cosm_respaldo_alto_brazo_ajustable_mineral_2.jpg?v=637708826834830000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155525/Cosm_respaldo_alto_brazo_ajustable_mineral_3.jpg?v=637708826837200000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155526/Cosm_respaldo_alto_brazo_ajustable_mineral_1.jpg?v=637708826840470000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155527/Cosm_respaldo_alto_brazo_ajustable_mineral_5.jpg?v=637708826843300000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155860/Cosm_mineral.jpg?v=637708828908930000	no		Diseñado por Studio 7.5	brazo ajustable	Mineral	"El diseño ergonómico de la silla Cosm de respaldo alto te responde instantáneamente, brindándote el equilibrio y el apoyo que necesitas, y una sensación de ligereza que puede hacerte olvidar que estás sentado en una silla. En las opciones ""deep in color"", Cosm tiene el mismo tono en todas partes. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 FLC162SFH-17"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155523/Cosm_respaldo_alto_brazo_ajustable_mineral_4.jpg?v=637708826832170000	no	5	https://store.hermanmiller.com.mx/silla-cosm-alta/p?idsku=21		Sillas > Sillas para Oficinas	19 g
Silla Verus PIA2B425HA-7	10_54	21500.00 MXN	0	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155615/Verus_gris_2.jpg?v=637708827424170000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155616/Verus_gris_1.jpg?v=637708827433400000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155617/Verus_gris_3.jpg?v=637708827442470000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155893/Verus_Gris.jpg?v=637708828972300000	no		Diseñado por Herman Miller		Gris	"Redefiniendo el concepto de una silla de trabajo asequible, Verus ofrece comodidad a corto y largo plazo, además de un soporte ergonómico adecuado, a un precio asequible. Esencial en su forma, la silla contribuye discretamente a la apariencia de cualquier habitación. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 PIA2B425HA-7"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155615/Verus_gris_2.jpg?v=637708827424170000	no	10	https://store.hermanmiller.com.mx/silla-verus/p?idsku=54		Sillas > Sillas para Oficinas	17.2 g
Embody Logitech 12121212	45_142	37990.00 MXN	22	11	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155970/Embody_blanco_y_negro.jpg?v=637708829125700000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155982/Embody-Gaming_Negro-Blanco_01.jpg?v=637710275960370000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155983/Embody-Gaming_Negro-Blanco_02.jpg?v=637710276194900000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155984/Embody-Gaming_Negro-Blanco_03.jpg?v=637710276543800000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155985/Embody-Gaming_Negro-Blanco_04.jpg?v=637710276761730000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155986/Embody-Gaming_Negro-Blanco_05.jpg?v=637710276943570000	no		Diseñado por Herman Miller y Logitech		Negro & blanco	"Herman Miller x Logitech G Silla Embody Gaming 
 12121212"	12121212	yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155982/Embody-Gaming_Negro-Blanco_01.jpg?v=637710275960370000	no	45	https://store.hermanmiller.com.mx/embody-logitech/p?idsku=142		Gaming > Sillas Gaming	27.9 g
Sillón Spun SD660-1	14_61	17200.00 MXN	81	7	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155633/Spun_Rojo_1.jpg?v=637708827504400000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155634/Spun_Rojo_2.jpg?v=637708827510470000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155900/Spun_rojo.jpg?v=637708828984970000	no		Diseñado por Thomas Heatherwick		Rojo	"Una nueva versión de los asientos. Desde el barco de Nueva York hasta el Coal Drops Yard de Londres, el trabajo de Thomas Heatherwick suscita dudas dondequiera que esté. La silla giratoria es solo uno de sus atrevidos movimientos. Por sí solo, es como una escultura. Colocado de lado, le permite relajarse, balancearse y girar 360 grados, en interiores o exteriores. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 SD660-1"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155633/Spun_Rojo_1.jpg?v=637708827504400000	no	14	https://store.hermanmiller.com.mx/sillon-spun/p?idsku=61		Sillas > Sillón	14.3 g
Carretilla OE1 - Estante superior e inferior HZ820.2011SSNN-1	31_116	11400.00 MXN	0	1	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155734/Carretilla_OE1_estante_superior_e_inferior_nightfall_01.png?v=637708828056130000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155949/Mesa_y_carretillo_OE1_Nightfall.jpg?v=637708829085570000	no		Diseñado por Sam Hecht y Kim Colin		Nightfall	"Para un trabajo ágil, obtenga un almacenamiento que vaya con el flujo. Diseñado con flexibilidad y usos versátiles en mente, este moderno carrito de oficina ofrece almacenamiento personal sobre la marcha en un perfil delgado y minimalista. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 HZ820.2011SSNN-1"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155734/Carretilla_OE1_estante_superior_e_inferior_nightfall_01.png?v=637708828056130000	no	31	https://store.hermanmiller.com.mx/carretilla-oe1-estante-superior-e-inferior/p?idsku=116		Accesorios > Carritos de Almacenamiento	1 g
Silla Cosm Baja FLC142SFH-4	7_39	39300.00 MXN	1	0	in stock	MX	MX		MX		MX		MX		Online	MX	es	http://hermanmillermx.vteximg.com.br/arquivos/ids/155579/Cosm_respaldo_bajo_brazo_ajustable_grafito_1.jpg?v=637708827207130000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155580/Cosm_respaldo_bajo_brazo_ajustable_grafito_2.jpg?v=637708827210900000,http://hermanmillermx.vteximg.com.br/arquivos/ids/155878/Cosm_grafito.jpg?v=637708828943370000	no		Diseñado por Studio 7.5	brazo ajustable	Graphite	"Deje que el diseño delgado y de respuesta instantánea del Mid-Back Cosm le haga olvidar que está sentado en una silla. El soporte y la belleza coexisten en armonía, haciendo de Cosm una escultura funcional. El respaldo medio proporciona soporte escapular y se adapta fácilmente a cualquier ajuste. En las opciones de ""deep in color"", Cosm tiene el mismo tono en todas partes. <a href=""#idRowMedidas"" class=""vtex-store-components-3-x-content--ClassDescriptionProductLink"">Ver más detalles</a> 
 FLC142SFH-4"		yes	http://hermanmillermx.vteximg.com.br/arquivos/ids/155579/Cosm_respaldo_bajo_brazo_ajustable_grafito_1.jpg?v=637708827207130000	no	7	https://store.hermanmiller.com.mx/silla-cosm-baja/p?idsku=39		Sillas > Sillas para Oficinas	19 g
